ano;provincia;impuesto;regimen;monto
2015;rio negro;financiamiento educativo ley 26075;financiamiento educativo ley 26075;1202,058
2015;rio negro;transferencia de servicios ley 24049;transferencia de servicios ley 24049;14,6004
2015;rio negro;impuesto a las ganancias;obras de infraestructura basica social;366,9253
2015;rio negro;impuesto a las ganancias;excedente obras de caracter social a buenos aires;1185,1963
2015;rio negro;impuesto a las ganancias;ley 24699;10,9848
2015;rio negro;impuesto sobre los bienes personales;ley 24699;244,7605
2015;rio negro;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0226
2015;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;43,6125
2015;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;86,5872
2015;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;23,24515196
2015;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;379,4793
2015;rio negro;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;8,958
2015;rio negro;regimen de energia electrica ley 24065;f.e.d.e.i.;7,71547356
2015;rio negro;fondo compensador de desequilibrios;fondo compensador de desequilibrios;30
2015;rio negro;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;42,472
2015;salta;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;9675,9211
2015;salta;financiamiento educativo ley 26075;financiamiento educativo ley 26075;2497,0928
2015;salta;transferencia de servicios ley 24049;transferencia de servicios ley 24049;39,8004
2015;salta;impuesto a las ganancias;obras de infraestructura basica social;1426,7523
2015;salta;impuesto a las ganancias;excedente obras de caracter social a buenos aires;1800,4222
2015;salta;impuesto a las ganancias;ley 24699;16,6872
2015;salta;impuesto sobre los bienes personales;ley 24699;371,8115
2015;salta;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,03
2015;salta;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;66,2512
2015;salta;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;129,0518
2015;salta;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;23,78077871
2015;salta;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;337,315
2015;salta;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;11,9982
2015;salta;regimen de energia electrica ley 24065;f.e.d.e.i.;7,89325675
2015;salta;fondo compensador de desequilibrios;fondo compensador de desequilibrios;30
2015;salta;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;64,5185
2015;san juan;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;9168,1732
2015;san juan;financiamiento educativo ley 26075;financiamiento educativo ley 26075;1567,3242
2015;san juan;transferencia de servicios ley 24049;transferencia de servicios ley 24049;30,0996
2015;san juan;impuesto a las ganancias;obras de infraestructura basica social;473,3874
2015;san juan;impuesto a las ganancias;excedente obras de caracter social a buenos aires;1587,7795
2015;san juan;impuesto a las ganancias;ley 24699;14,7168
2015;san juan;impuesto sobre los bienes personales;ley 24699;327,9041
2015;san juan;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,017
2015;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;58,4273
2015;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;89,6358
2015;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;21,84568796
2015;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;307,7998
2015;san juan;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;8,6154
2015;san juan;regimen de energia electrica ley 24065;f.e.d.e.i.;7,31250103
2015;san juan;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2015;san juan;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;56,8991
2015;san luis;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;6448,2953
2015;san luis;financiamiento educativo ley 26075;financiamiento educativo ley 26075;949,6921
2015;san luis;transferencia de servicios ley 24049;transferencia de servicios ley 24049;18,9012
2015;san luis;impuesto a las ganancias;obras de infraestructura basica social;230,5055
2015;san luis;impuesto a las ganancias;excedente obras de caracter social a buenos aires;1072,0939
2015;san luis;impuesto a las ganancias;ley 24699;9,9372
2015;san luis;impuesto sobre los bienes personales;ley 24699;221,4053
2015;san luis;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,014
2015;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;39,4498
2015;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;78,5869
2015;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;21,35815111
2015;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;307,7998
2015;san luis;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;9,5482
2015;san luis;regimen de energia electrica ley 24065;f.e.d.e.i.;7,16349303
2015;san luis;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2015;san luis;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;38,4183
2015;santa cruz;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;4531,192
2015;santa cruz;financiamiento educativo ley 26075;financiamiento educativo ley 26075;491,4493
2015;santa cruz;transferencia de servicios ley 24049;transferencia de servicios ley 24049;8,4996
2015;santa cruz;impuesto a las ganancias;obras de infraestructura basica social;129,1336
2015;santa cruz;impuesto a las ganancias;excedente obras de caracter social a buenos aires;742,8563
2015;santa cruz;impuesto a las ganancias;ley 24699;6,8856
2015;santa cruz;impuesto sobre los bienes personales;ley 24699;153,4113
2015;santa cruz;impuesto sobre los bienes personales;ley 23966 art 30;13,8645
2015;santa cruz;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,014
2015;santa cruz;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;35,1031
2015;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;27,3359
2015;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;102,4549
2015;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;30,3672946
2015;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;269,8517
2015;santa cruz;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;20,8778
2015;santa cruz;regimen de energia electrica ley 24065;transferencia a empresas de energia electrica;32
2015;santa cruz;regimen de energia electrica ley 24065;f.e.d.e.i.;10,07943694
2015;santa cruz;fondo compensador de desequilibrios;fondo compensador de desequilibrios;36
2015;santa cruz;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;26,6209
2015;santa fe;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;24611,0173
2015;santa fe;financiamiento educativo ley 26075;financiamiento educativo ley 26075;4356,6301
2015;santa fe;transferencia de servicios ley 24049;transferencia de servicios ley 24049;135,4896
2015;santa fe;impuesto a las ganancias;obras de infraestructura basica social;1501,0739
2015;santa fe;impuesto a las ganancias;excedente obras de caracter social a buenos aires;4197,9014
2015;santa fe;impuesto a las ganancias;ley 24699;38,91
2015;santa fe;impuesto sobre los bienes personales;ley 24699;866,9376
2015;santa fe;impuesto sobre los bienes personales;ley 23966 art 30;186,9888
2015;santa fe;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0569
2015;santa fe;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;473,4309
2015;santa fe;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;184,474
2015;santa fe;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;239,8924
2015;santa fe;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;19,13407764
2015;santa fe;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;476,4574
2015;santa fe;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;6,9861
2015;santa fe;regimen de energia electrica ley 24065;f.e.d.e.i.;6,35093543
2015;santa fe;fondo compensador de desequilibrios;fondo compensador de desequilibrios;6
2015;santa fe;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;150,4342
2015;sgo. del estero;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;10829,948
2015;sgo. del estero;financiamiento educativo ley 26075;financiamiento educativo ley 26075;2291,2156
2015;sgo. del estero;transferencia de servicios ley 24049;transferencia de servicios ley 24049;31,5996
2015;sgo. del estero;impuesto a las ganancias;obras de infraestructura basica social;987,5788
2015;sgo. del estero;impuesto a las ganancias;excedente obras de caracter social a buenos aires;1940,6483
2015;sgo. del estero;impuesto a las ganancias;ley 24699;17,988
2015;sgo. del estero;impuesto sobre los bienes personales;ley 24699;400,7718
2015;sgo. del estero;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0283
2015;sgo. del estero;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;71,4112
2015;sgo. del estero;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;148,1941
2015;sgo. del estero;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;25,51177232
2015;sgo. del estero;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;362,6135
2015;sgo. del estero;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;9,9571
2015;sgo. del estero;regimen de energia electrica ley 24065;f.e.d.e.i.;8,467804523
2015;sgo. del estero;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2015;sgo. del estero;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;69,5438
2015;tucuman;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;12366,401
2015;tucuman;financiamiento educativo ley 26075;financiamiento educativo ley 26075;2742,8174
2015;tucuman;transferencia de servicios ley 24049;transferencia de servicios ley 24049;55,8
2015;tucuman;impuesto a las ganancias;obras de infraestructura basica social;1186,7111
2015;tucuman;impuesto a las ganancias;excedente obras de caracter social a buenos aires;2234,6625
2015;tucuman;impuesto a las ganancias;ley 24699;20,7132
2015;tucuman;impuesto sobre los bienes personales;ley 24699;461,4949
2015;tucuman;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0256
2015;tucuman;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;82,2312
2015;tucuman;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;110,7531
2015;tucuman;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;19,64961491
2015;tucuman;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;354,1806
2015;tucuman;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;8,181
2015;tucuman;regimen de energia electrica ley 24065;f.e.d.e.i.;6,52205074
2015;tucuman;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2015;tucuman;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;80,0806
2015;tierra del fuego;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;3688,1838
2015;tierra del fuego;financiamiento educativo ley 26075;financiamiento educativo ley 26075;232,4422
2015;tierra del fuego;transferencia de servicios ley 24049;transferencia de servicios ley 24049;12
2015;tierra del fuego;impuesto a las ganancias;obras de infraestructura basica social;90,1838
2015;tierra del fuego;impuesto a las ganancias;excedente obras de caracter social a buenos aires;579,3337
2015;tierra del fuego;impuesto a las ganancias;ley 24699;5,37
2015;tierra del fuego;impuesto sobre los bienes personales;ley 24699;119,6377
2015;tierra del fuego;impuesto sobre los bienes personales;ley 23966 art 30;1,2298
2015;tierra del fuego;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0067
2015;tierra del fuego;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;3,1138
2015;tierra del fuego;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;21,3178
2015;tierra del fuego;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;56,1888
2015;tierra del fuego;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;22,33189172
2015;tierra del fuego;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;223,471
2015;tierra del fuego;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;6,9055
2015;tierra del fuego;regimen de energia electrica ley 24065;f.e.d.e.i.;7,41234665
2015;tierra del fuego;fondo compensador de desequilibrios;fondo compensador de desequilibrios;36
2015;tierra del fuego;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;20,7604
2015;c.a.b.a;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;4292,2839
2015;c.a.b.a;financiamiento educativo ley 26075;financiamiento educativo ley 26075;3572,9678
2015;c.a.b.a;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0243
2015;c.a.b.a;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;109,6274
2015;tesoro nacional;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;226069,8128
2015;tesoro nacional;impuesto sobre los bienes personales;ley 24699;7116,7382
2015;tesoro nacional;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,369
2015;tesoro nacional;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;5822,695833
2015;seguridad social;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;95600,3162
2015;seguridad social;impuesto a las ganancias;obras de infraestructura basica social;75677,8094
2015;seguridad social;impuesto a las ganancias;ley 24699;120
2015;seguridad social;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;43272,3927
2015;seguridad social;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;3969,2947
2015;fondo a.t.n.;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;5618,0373
2015;fondo a.t.n.;impuesto a las ganancias;obras de infraestructura basica social;7567,7811
2015;fondo a.t.n.;impuesto a las ganancias;ley 24699;20
2015;fondo a.t.n.;impuesto sobre los bienes personales;ley 24699;170,9109
2016;buenos aires;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;63573,1919
2016;buenos aires;financiamiento educativo ley 26075;financiamiento educativo ley 26075;28356,8015
2016;buenos aires;transferencia de servicios ley 24049;transferencia de servicios ley 24049;420,1008
2016;buenos aires;impuesto a las ganancias;obras de infraestructura basica social;650
2016;buenos aires;impuesto a las ganancias;ley 24699;95,6088
2016;buenos aires;impuesto sobre los bienes personales;ley 24699;2282,2279
2016;buenos aires;impuesto sobre los bienes personales;ley 23966 art 30;543,3317
2016;buenos aires;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,3014
2016;buenos aires;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;1728,7202
2016;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;449,8761
2016;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;1040,1972
2016;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;20,587515
2016;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;1545,9212
2016;buenos aires;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;8,2457
2016;buenos aires;regimen de energia electrica ley 24065;f.e.d.e.i.;5,44319679
2016;buenos aires;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;447,9366
2016;catamarca;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;10048,8574
2016;catamarca;financiamiento educativo ley 26075;financiamiento educativo ley 26075;1481,4552
2016;catamarca;transferencia de servicios ley 24049;transferencia de servicios ley 24049;21,3996
2016;catamarca;impuesto a las ganancias;obras de infraestructura basica social;301,8231
2016;catamarca;impuesto a las ganancias;excedente obras de caracter social a buenos aires;1482,1501
2016;catamarca;impuesto a las ganancias;ley 24699;11,9916
2016;catamarca;impuesto sobre los bienes personales;ley 24699;286,2481
2016;catamarca;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0226
2016;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;60,1893
2016;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;96,2832
2016;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;37,68814262
2016;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;223,8921
2016;catamarca;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;12,8958
2016;catamarca;regimen de energia electrica ley 24065;f.e.d.e.i.;10,16144204
2016;catamarca;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2016;catamarca;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;56,1835
2016;cordoba;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;35701,3796
2016;cordoba;financiamiento educativo ley 26075;financiamiento educativo ley 26075;6483,5467
2016;cordoba;transferencia de servicios ley 24049;transferencia de servicios ley 24049;125,3004
2016;cordoba;impuesto a las ganancias;obras de infraestructura basica social;1626,8994
2016;cordoba;impuesto a las ganancias;excedente obras de caracter social a buenos aires;4778,0399
2016;cordoba;impuesto a las ganancias;ley 24699;38,658
2016;cordoba;impuesto sobre los bienes personales;ley 24699;922,8004
2016;cordoba;impuesto sobre los bienes personales;ley 23966 art 30;185,5502
2016;cordoba;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0834
2016;cordoba;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;590,3654
2016;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;194,0351
2016;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;350,2216
2016;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;25,00630798
2016;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;602,3763
2016;cordoba;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;8,7876
2016;cordoba;regimen de energia electrica ley 24065;f.e.d.e.i.;6,74217753
2016;cordoba;fondo compensador de desequilibrios;fondo compensador de desequilibrios;6
2016;cordoba;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;181,1207
2016;corrientes;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;12755,8399
2016;corrientes;financiamiento educativo ley 26075;financiamiento educativo ley 26075;2806,0511
2016;corrientes;transferencia de servicios ley 24049;transferencia de servicios ley 24049;38,6004
2016;corrientes;impuesto a las ganancias;obras de infraestructura basica social;1111,1772
2016;corrientes;impuesto a las ganancias;excedente obras de caracter social a buenos aires;2000,392
2016;corrientes;impuesto a las ganancias;ley 24699;16,1844
2016;corrientes;impuesto sobre los bienes personales;ley 24699;386,335
2016;corrientes;impuesto sobre los bienes personales;ley 23966 art 30;59,3303
2016;corrientes;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0374
2016;corrientes;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;188,7714
2016;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;81,2337
2016;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;124,2311
2016;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;31,65714192
2016;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;527,7453
2016;corrientes;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;12,2169
2016;corrientes;regimen de energia electrica ley 24065;f.e.d.e.i.;8,53556038
2016;corrientes;fondo compensador de desequilibrios;fondo compensador de desequilibrios;18
2016;corrientes;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;75,827
2016;chaco;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;17702,8017
2016;chaco;financiamiento educativo ley 26075;financiamiento educativo ley 26075;3180,7724
2016;chaco;transferencia de servicios ley 24049;transferencia de servicios ley 24049;33,6
2016;chaco;impuesto a las ganancias;obras de infraestructura basica social;1385,32
2016;chaco;impuesto a las ganancias;excedente obras de caracter social a buenos aires;2684,4284
2016;chaco;impuesto a las ganancias;ley 24699;21,7188
2016;chaco;impuesto sobre los bienes personales;ley 24699;518,4495
2016;chaco;impuesto sobre los bienes personales;ley 23966 art 30;46,6437
2016;chaco;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0488
2016;chaco;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;148,4063
2016;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;109,0141
2016;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;167,9647
2016;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;33,623378
2016;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;490,4302
2016;chaco;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;12,6705
2016;chaco;regimen de energia electrica ley 24065;f.e.d.e.i.;9,06550343
2016;chaco;fondo compensador de desequilibrios;fondo compensador de desequilibrios;6
2016;chaco;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;101,7585
2016;chubut;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;5313,354
2016;chubut;financiamiento educativo ley 26075;financiamiento educativo ley 26075;1307,1667
2016;chubut;transferencia de servicios ley 24049;transferencia de servicios ley 24049;24,2004
2016;chubut;impuesto a las ganancias;obras de infraestructura basica social;305,0584
2016;chubut;impuesto a las ganancias;excedente obras de caracter social a buenos aires;851,0234
2016;chubut;impuesto a las ganancias;ley 24699;6,8856
2016;chubut;impuesto sobre los bienes personales;ley 24699;164,3591
2016;chubut;impuesto sobre los bienes personales;ley 23966 art 30;18,2461
2016;chubut;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0226
2016;chubut;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;58,0538
2016;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;34,5602
2016;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;148,7736
2016;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;35,25281736
2016;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;341,1688
2016;chubut;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;20,9325
2016;chubut;regimen de energia electrica ley 24065;f.e.d.e.i.;9,50502647
2016;chubut;fondo compensador de desequilibrios;fondo compensador de desequilibrios;36
2016;chubut;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;32,2599
2016;entre rios;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;17599,1915
2016;entre rios;financiamiento educativo ley 26075;financiamiento educativo ley 26075;2840,9089
2016;entre rios;transferencia de servicios ley 24049;transferencia de servicios ley 24049;67,4988
2016;entre rios;impuesto a las ganancias;obras de infraestructura basica social;808,48
2016;entre rios;impuesto a las ganancias;excedente obras de caracter social a buenos aires;2627,4326
2016;entre rios;impuesto a las ganancias;ley 24699;21,258
2016;entre rios;impuesto sobre los bienes personales;ley 24699;507,4402
2016;entre rios;impuesto sobre los bienes personales;ley 23966 art 30;80,5247
2016;entre rios;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0387
2016;entre rios;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;256,2055
2016;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;106,6972
2016;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;242,7363
2016;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;28,93549464
2016;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;415,7995
2016;entre rios;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;12,6336
2016;entre rios;regimen de energia electrica ley 24065;f.e.d.e.i.;7,80175197
2016;entre rios;fondo compensador de desequilibrios;fondo compensador de desequilibrios;21,6
2016;entre rios;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;99,596
2016;formosa;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;13330,9015
2016;formosa;financiamiento educativo ley 26075;financiamiento educativo ley 26075;1908,463
2016;formosa;transferencia de servicios ley 24049;transferencia de servicios ley 24049;20,7012
2016;formosa;impuesto a las ganancias;obras de infraestructura basica social;760,2844
2016;formosa;impuesto a las ganancias;excedente obras de caracter social a buenos aires;1958,9326
2016;formosa;impuesto a las ganancias;ley 24699;15,8496
2016;formosa;impuesto sobre los bienes personales;ley 24699;378,3282
2016;formosa;impuesto sobre los bienes personales;ley 23966 art 30;21,7277
2016;formosa;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0263
2016;formosa;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;69,1305
2016;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;79,5509
2016;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;99,1627
2016;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;38,85355314
2016;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;426,461
