ano;provincia;impuesto;regimen;monto
2003;buenos aires;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;2787,1198
2003;buenos aires;transferencia de servicios ley 24049;transferencia de servicios ley 24049;443,76
2003;buenos aires;impuesto a las ganancias;obras de infraestructura basica social;650
2003;buenos aires;impuesto a las ganancias;ley 24699;97,0981
2003;buenos aires;impuesto sobre los bienes personales;ley 24699;186,029
2003;buenos aires;impuesto sobre los bienes personales;ley 23966 art 30;44,2881
2003;buenos aires;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,5012
2003;buenos aires;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;58,6912
2003;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;55,7403
2003;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;0,759
2003;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;79,4812
2003;buenos aires;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4,2717
2003;buenos aires;regimen de energia electrica ley 24065;f.e.d.e.i.;1,114
2003;buenos aires;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;18,6763
2003;catamarca;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;349,5743
2003;catamarca;transferencia de servicios ley 24049;transferencia de servicios ley 24049;21,4
2003;catamarca;impuesto a las ganancias;obras de infraestructura basica social;10,2384
2003;catamarca;impuesto a las ganancias;excedente obras de caracter social a buenos aires;26,2658
2003;catamarca;impuesto a las ganancias;ley 24699;12,1784
2003;catamarca;impuesto sobre los bienes personales;ley 24699;23,3327
2003;catamarca;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0375
2003;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;3,0262
2003;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;5,1926
2003;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,9221
2003;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;11,5111
2003;catamarca;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;6,0562
2003;catamarca;regimen de energia electrica ley 24065;f.e.d.e.i.;4,018
2003;catamarca;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4759
2003;catamarca;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;2,3425
2003;cordoba;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;1126,9493
2003;cordoba;transferencia de servicios ley 24049;transferencia de servicios ley 24049;125,3
2003;cordoba;impuesto a las ganancias;obras de infraestructura basica social;57,2637
2003;cordoba;impuesto a las ganancias;excedente obras de caracter social a buenos aires;84,6737
2003;cordoba;impuesto a las ganancias;ley 24699;39,2602
2003;cordoba;impuesto sobre los bienes personales;ley 24699;75,2193
2003;cordoba;impuesto sobre los bienes personales;ley 23966 art 30;15,1246
2003;cordoba;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,1387
2003;cordoba;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;20,0433
2003;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;9,7556
2003;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;15,7707
2003;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;1,9548
2003;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;30,9703
2003;cordoba;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4,2577
2003;cordoba;regimen de energia electrica ley 24065;f.e.d.e.i.;2,7565
2003;cordoba;fondo compensador de desequilibrios;fondo compensador de desequilibrios;6,0173
2003;cordoba;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;7,5517
2003;corrientes;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;471,8031
2003;corrientes;transferencia de servicios ley 24049;transferencia de servicios ley 24049;38,6
2003;corrientes;impuesto a las ganancias;obras de infraestructura basica social;34,3582
2003;corrientes;impuesto a las ganancias;excedente obras de caracter social a buenos aires;35,4498
2003;corrientes;impuesto a las ganancias;ley 24699;16,4365
2003;corrientes;impuesto sobre los bienes personales;ley 24699;31,491
2003;corrientes;impuesto sobre los bienes personales;ley 23966 art 30;4,8361
2003;corrientes;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0622
2003;corrientes;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;6,4089
2003;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;4,0842
2003;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;5,9421
2003;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,4707
2003;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;27,1332
2003;corrientes;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;5,0851
2003;corrientes;regimen de energia electrica ley 24065;f.e.d.e.i.;3,1043
2003;corrientes;fondo compensador de desequilibrios;fondo compensador de desequilibrios;18,0518
2003;corrientes;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;3,1615
2003;chaco;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;633,1451
2003;chaco;transferencia de servicios ley 24049;transferencia de servicios ley 24049;33,6
2003;chaco;impuesto a las ganancias;obras de infraestructura basica social;45,5729
2003;chaco;impuesto a las ganancias;excedente obras de caracter social a buenos aires;47,5719
2003;chaco;impuesto a las ganancias;ley 24699;22,0571
2003;chaco;impuesto sobre los bienes personales;ley 24699;42,2599
2003;chaco;impuesto sobre los bienes personales;ley 23966 art 30;3,802
2003;chaco;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0813
2003;chaco;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;5,0385
2003;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;5,481
2003;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;7,5125
2003;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,6302
2003;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;25,2147
2003;chaco;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;6,0884
2003;chaco;regimen de energia electrica ley 24065;f.e.d.e.i.;3,7064
2003;chaco;fondo compensador de desequilibrios;fondo compensador de desequilibrios;6,0173
2003;chaco;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;4,2427
2003;chubut;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;200,72
2003;chubut;transferencia de servicios ley 24049;transferencia de servicios ley 24049;24,2
2003;chubut;impuesto a las ganancias;obras de infraestructura basica social;10,6072
2003;chubut;impuesto a las ganancias;excedente obras de caracter social a buenos aires;15,0814
2003;chubut;impuesto a las ganancias;ley 24699;6,9929
2003;chubut;impuesto sobre los bienes personales;ley 24699;13,3972
2003;chubut;impuesto sobre los bienes personales;ley 23966 art 30;1,4873
2003;chubut;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0375
2003;chubut;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;1,971
2003;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;1,7376
2003;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;6,242
2003;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,7582
2003;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;17,5407
2003;chubut;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;15,3685
2003;chubut;regimen de energia electrica ley 24065;f.e.d.e.i.;3,8861
2003;chubut;fondo compensador de desequilibrios;fondo compensador de desequilibrios;36,1035
2003;chubut;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;1,345
2003;entre rios;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;619,6999
2003;entre rios;transferencia de servicios ley 24049;transferencia de servicios ley 24049;67,5
2003;entre rios;impuesto a las ganancias;obras de infraestructura basica social;28,7714
2003;entre rios;impuesto a las ganancias;excedente obras de caracter social a buenos aires;46,5619
2003;entre rios;impuesto a las ganancias;ley 24699;21,5892
2003;entre rios;impuesto sobre los bienes personales;ley 24699;41,3625
2003;entre rios;impuesto sobre los bienes personales;ley 23966 art 30;6,5637
2003;entre rios;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0644
2003;entre rios;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;8,6984
2003;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;5,3645
2003;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;10,9745
2003;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,2635
2003;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;21,3777
2003;entre rios;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;6,0291
2003;entre rios;regimen de energia electrica ley 24065;f.e.d.e.i.;3,1897
2003;entre rios;fondo compensador de desequilibrios;fondo compensador de desequilibrios;21,6621
2003;entre rios;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;4,1526
2003;formosa;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;462,0248
2003;formosa;transferencia de servicios ley 24049;transferencia de servicios ley 24049;20,7
2003;formosa;impuesto a las ganancias;obras de infraestructura basica social;21,4714
2003;formosa;impuesto a las ganancias;excedente obras de caracter social a buenos aires;34,7151
2003;formosa;impuesto a las ganancias;ley 24699;16,0964
2003;formosa;impuesto sobre los bienes personales;ley 24699;30,8383
2003;formosa;impuesto sobre los bienes personales;ley 23966 art 30;1,7711
2003;formosa;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0438
2003;formosa;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;2,347
2003;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;3,9996
2003;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;4,2528
2003;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;3,0394
2003;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;21,9258
2003;formosa;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;8,0224
2003;formosa;regimen de energia electrica ley 24065;f.e.d.e.i.;4,2829
2003;formosa;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4759
2003;formosa;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;3,096
2003;jujuy;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;360,5749
2003;jujuy;transferencia de servicios ley 24049;transferencia de servicios ley 24049;33,3
2003;jujuy;impuesto a las ganancias;obras de infraestructura basica social;24,9264
2003;jujuy;impuesto a las ganancias;excedente obras de caracter social a buenos aires;27,0926
2003;jujuy;impuesto a las ganancias;ley 24699;12,5622
2003;jujuy;impuesto sobre los bienes personales;ley 24699;24,0669
2003;jujuy;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0399
2003;jujuy;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;3,1213
2003;jujuy;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;4,8493
2003;jujuy;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,4524
2003;jujuy;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;16,4444
2003;jujuy;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;5,8951
2003;jujuy;regimen de energia electrica ley 24065;f.e.d.e.i.;3,4562
2003;jujuy;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4759
2003;jujuy;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;2,4162
2003;la pampa;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;238,3461
2003;la pampa;transferencia de servicios ley 24049;transferencia de servicios ley 24049;19,2
2003;la pampa;impuesto a las ganancias;obras de infraestructura basica social;4,8053
2003;la pampa;impuesto a las ganancias;excedente obras de caracter social a buenos aires;17,9086
2003;la pampa;impuesto a las ganancias;ley 24699;8,303
2003;la pampa;impuesto sobre los bienes personales;ley 24699;15,9086
2003;la pampa;impuesto sobre los bienes personales;ley 23966 art 30;1,2812
2003;la pampa;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0331
2003;la pampa;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;1,6979
2003;la pampa;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;2,0633
2003;la pampa;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;6,4684
2003;la pampa;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,1758
2003;la pampa;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;10,9629
2003;la pampa;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;7,4719
2003;la pampa;regimen de energia electrica ley 24065;f.e.d.e.i.;3,0681
2003;la pampa;fondo compensador de desequilibrios;fondo compensador de desequilibrios;30,0863
2003;la pampa;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;1,5971
2003;la rioja;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;262,7919
2003;la rioja;transferencia de servicios ley 24049;transferencia de servicios ley 24049;20,3
2003;la rioja;impuesto a las ganancias;obras de infraestructura basica social;8,2122
2003;la rioja;impuesto a las ganancias;excedente obras de caracter social a buenos aires;19,7454
2003;la rioja;impuesto a las ganancias;ley 24699;9,1548
2003;la rioja;impuesto sobre los bienes personales;ley 24699;17,5403
2003;la rioja;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0322
2003;la rioja;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;2,2749
2003;la rioja;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;6,244
2003;la rioja;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,8682
2003;la rioja;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;10,9629
2003;la rioja;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;5,6198
2003;la rioja;regimen de energia electrica ley 24065;f.e.d.e.i.;4,0423
2003;la rioja;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4759
2003;la rioja;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;1,761
2003;mendoza;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;529,2506
2003;mendoza;transferencia de servicios ley 24049;transferencia de servicios ley 24049;61,7
2003;mendoza;impuesto a las ganancias;obras de infraestructura basica social;34,1706
2003;mendoza;impuesto a las ganancias;excedente obras de caracter social a buenos aires;39,7661
2003;mendoza;impuesto a las ganancias;ley 24699;18,4376
2003;mendoza;impuesto sobre los bienes personales;ley 24699;35,3253
2003;mendoza;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0684
2003;mendoza;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;4,5816
2003;mendoza;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;10,1854
2003;mendoza;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,266
2003;mendoza;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;21,9258
2003;mendoza;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4,2535
2003;mendoza;regimen de energia electrica ley 24065;f.e.d.e.i.;3,1376
2003;mendoza;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4759
2003;mendoza;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;3,5465
2003;misiones;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;419,2447
2003;misiones;transferencia de servicios ley 24049;transferencia de servicios ley 24049;34,1
2003;misiones;impuesto a las ganancias;obras de infraestructura basica social;36,3892
2003;misiones;impuesto a las ganancias;excedente obras de caracter social a buenos aires;31,5001
2003;misiones;impuesto a las ganancias;ley 24699;14,606
2003;misiones;impuesto sobre los bienes personales;ley 24699;27,9829
2003;misiones;impuesto sobre los bienes personales;ley 23966 art 30;2,0764
2003;misiones;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,051
2003;misiones;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;2,7516
2003;misiones;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;3,6292
2003;misiones;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;9,1781
2003;misiones;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;3,4176
2003;misiones;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;25,7629
2003;misiones;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;6,3391
2003;misiones;regimen de energia electrica ley 24065;f.e.d.e.i.;4,8611
2003;misiones;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4759
2003;misiones;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;2,8093
2003;neuquen;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;220,2766
2003;neuquen;transferencia de servicios ley 24049;transferencia de servicios ley 24049;17,4
2003;neuquen;impuesto a las ganancias;obras de infraestructura basica social;11,2695
2003;neuquen;impuesto a las ganancias;excedente obras de caracter social a buenos aires;16,5508
2003;neuquen;impuesto a las ganancias;ley 24699;7,6741
2003;neuquen;impuesto sobre los bienes personales;ley 24699;14,7026
2003;neuquen;impuesto sobre los bienes personales;ley 23966 art 30;0,9338
2003;neuquen;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0451
2003;neuquen;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;1,2375
2003;neuquen;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;1,9068
2003;neuquen;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;6,6743
2003;neuquen;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,5578
2003;neuquen;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;23,5703
2003;neuquen;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4,9374
2003;neuquen;regimen de energia electrica ley 24065;f.e.d.e.i.;3,604
2003;neuquen;fondo compensador de desequilibrios;fondo compensador de desequilibrios;30,0863
2003;neuquen;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;1,476
2003;rio negro;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;320,2394
2003;rio negro;transferencia de servicios ley 24049;transferencia de servicios ley 24049;14,6
2003;rio negro;impuesto a las ganancias;obras de infraestructura basica social;16,1062
2003;rio negro;impuesto a las ganancias;excedente obras de caracter social a buenos aires;24,0617
2003;rio negro;impuesto a las ganancias;ley 24699;11,1559
2003;rio negro;impuesto sobre los bienes personales;ley 24699;21,3747
2003;rio negro;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0523
2003;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;2,7722
2003;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;5,6009
2003;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,3761
2003;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;24,6666
2003;rio negro;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4,4173
2003;rio negro;regimen de energia electrica ley 24065;f.e.d.e.i.;3,3487
2003;rio negro;fondo compensador de desequilibrios;fondo compensador de desequilibrios;30,0863
2003;rio negro;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;2,1459
2003;salta;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;486,4705
2003;salta;transferencia de servicios ley 24049;transferencia de servicios ley 24049;39,8
2003;salta;impuesto a las ganancias;obras de infraestructura basica social;44,1043
2003;salta;impuesto a las ganancias;excedente obras de caracter social a buenos aires;36,5519
2003;salta;impuesto a las ganancias;ley 24699;16,9472
2003;salta;impuesto sobre los bienes personales;ley 24699;32,47
2003;salta;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0693
2003;salta;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;4,2113
2003;salta;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;6,6267
2003;salta;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,4313
2003;salta;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;21,9258
2003;salta;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4,9427
2003;salta;regimen de energia electrica ley 24065;f.e.d.e.i.;3,4259
2003;salta;fondo compensador de desequilibrios;fondo compensador de desequilibrios;30,0863
2003;salta;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;3,2599
2003;san juan;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;429,023
2003;san juan;transferencia de servicios ley 24049;transferencia de servicios ley 24049;30,1
2003;san juan;impuesto a las ganancias;obras de infraestructura basica social;14,3813
2003;san juan;impuesto a las ganancias;excedente obras de caracter social a buenos aires;32,2349
2003;san juan;impuesto a las ganancias;ley 24699;14,9461
2003;san juan;impuesto sobre los bienes personales;ley 24699;28,6356
2003;san juan;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0392
2003;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;3,7139
2003;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;6,3735
2003;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;0,724
2003;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;20,0073
2003;san juan;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4,6746
2003;san juan;regimen de energia electrica ley 24065;f.e.d.e.i.;0,5376
2003;san juan;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4759
2003;san juan;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;2,8749
2003;san luis;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;289,6822
2003;san luis;transferencia de servicios ley 24049;transferencia de servicios ley 24049;18,9
2003;san luis;impuesto a las ganancias;obras de infraestructura basica social;8,454
2003;san luis;impuesto a las ganancias;excedente obras de caracter social a buenos aires;21,7655
2003;san luis;impuesto a las ganancias;ley 24699;10,092
2003;san luis;impuesto sobre los bienes personales;ley 24699;19,3351
2003;san luis;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0324
2003;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;2,5076
2003;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;4,0925
2003;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2,2049
2003;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;20,0073
2003;san luis;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4,4528
2003;san luis;regimen de energia electrica ley 24065;f.e.d.e.i.;3,1092
2003;san luis;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4759
2003;san luis;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;1,9411
2003;santa cruz;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;200,72
2003;santa cruz;transferencia de servicios ley 24049;transferencia de servicios ley 24049;8,5
2003;santa cruz;impuesto a las ganancias;obras de infraestructura basica social;3,1652
2003;santa cruz;impuesto a las ganancias;excedente obras de caracter social a buenos aires;15,0814
2003;santa cruz;impuesto a las ganancias;ley 24699;6,9929
2003;santa cruz;impuesto sobre los bienes personales;ley 24699;13,3972
2003;santa cruz;impuesto sobre los bienes personales;ley 23966 art 30;1,2108
2003;santa cruz;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0325
2003;santa cruz;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;1,6045
2003;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;1,7376
2003;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;8,3618
2003;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;3,1048
2003;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;17,5407
2003;santa cruz;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4,9953
2003;santa cruz;regimen de energia electrica ley 24065;transferencia a empresas de energia electrica;26,2
2003;santa cruz;regimen de energia electrica ley 24065;f.e.d.e.i.;4,3748
2003;santa cruz;fondo compensador de desequilibrios;fondo compensador de desequilibrios;36,1035
2003;santa cruz;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;1,345
2003;santa fe;coparticipacion federal de impuestos ley 23548;coparticipacion federal de impuestos ley 23548;1134,283
2003;santa fe;transferencia de servicios ley 24049;transferencia de servicios ley 24049;135,489
2003;santa fe;impuesto a las ganancias;obras de infraestructura basica social;67,8257
