observation_date,FPCPITOTLZGARG
2018-01-01,34.2772237131003
2019-01-01,53.5483043492339
2020-01-01,42.0150947376509
2021-01-01,48.4093786255199
2022-01-01,72.4307575318240
2023-01-01,133.4889355941750
2024-01-01,219.8839290145780
