provincia,anio,monto_nominal,ipc_promedio_anual,monto_real_base2016
La Rioja,2014,4421.87428,56.976538710053426,7760.868561185109
La Rioja,2015,5679.3118,73.66153516686742,7710.010098397359
La Rioja,2016,7517.586,100.0,7517.586
La Rioja,2017,10436.1435,112.88710833333333,9244.76111938675
La Rioja,2018,17664.3318078,151.581675,11653.342534841368
La Rioja,2019,26062.2275059,232.75109166666667,11197.467354191785
La Rioja,2020,35351.9751,330.5416833333333,10695.163993688946
La Rioja,2021,58183.688062,490.55485833333336,11860.791321011448
La Rioja,2022,110847.62239,845.8674583333333,13104.608919275623
La Rioja,2023,243534.18181500002,1975.006925,12330.801413012769
La Rioja,2024,732880.903161,6317.741325,11600.362621066954
La Rioja,2025,1005307.2314800001,8966.166533333333,11212.230196066403
Mendoza,2003,529.2506,8.396631393694841,6303.1300909245865
Mendoza,2004,819.837,8.767402951109663,9350.967493700466
Mendoza,2005,1025.4211,9.612726384123917,10667.32848750958
Mendoza,2006,1245.4417,10.660302377959722,11682.986615604477
Mendoza,2007,1644.4285,12.18514230002,13495.357374671783
Mendoza,2008,2011.6186,14.979653147032298,13429.006534764345
Mendoza,2009,2084.1262,17.456561530567843,11938.92735605765
Mendoza,2010,2759.5606,21.376348487281444,12909.41061164815
Mendoza,2011,4284.0963,26.570964534575943,16123.224636520978
Mendoza,2012,4653.1893,32.79133180641779,14190.302874765508
Mendoza,2013,6117.5612,40.85103331144704,14975.291208327337
Mendoza,2014,8445.97875,56.976538710053426,14823.607999391721
Mendoza,2015,10268.2456,73.66153516686742,13939.765953477716
Mendoza,2016,13552.6616,100.0,13552.6616
Mendoza,2017,19076.854,112.88710833333333,16899.054534792245
Mendoza,2018,33750.367562,151.581675,22265.466826382544
Mendoza,2019,49654.300656,232.75109166666667,21333.648878052165
Mendoza,2020,67835.86009900001,330.5416833333333,20522.63406385307
Mendoza,2021,110854.946962,490.55485833333336,22597.869550947096
Mendoza,2022,212618.633435,845.8674583333333,25136.164222931104
Mendoza,2023,462652.88585,1975.006925,23425.380437590113
Mendoza,2024,1409814.14148,6317.741325,22315.160893042736
Mendoza,2025,1896119.31398,8966.166533333333,21147.49159443823
Misiones,2003,419.2447,8.396631393694841,4993.010653234312
Misiones,2004,649.4321,8.767402951109663,7407.348602790104
Misiones,2005,812.2851,9.612726384123917,8450.101121587577
Misiones,2006,982.7182,10.660302377959722,9218.483352139987
Misiones,2007,1294.7047,12.18514230002,10625.273534949813
Misiones,2008,1573.676,14.979653147032298,10505.42348713708
Misiones,2009,1612.3605,17.456561530567843,9236.415185067386
Misiones,2010,2118.9458,21.376348487281444,9912.571369524294
Misiones,2011,3393.6375,26.570964534575943,12771.977078904938
Misiones,2012,3637.7686,32.79133180641779,11093.689702740376
Misiones,2013,4788.6724,40.85103331144704,11722.279736454419
Misiones,2014,6634.55679,56.976538710053426,11644.36615527391
Misiones,2015,7953.8736,73.66153516686742,10797.865645865077
Misiones,2016,10525.538,100.0,10525.538
Misiones,2017,14822.0995,112.88710833333333,13130.019644256692
Misiones,2018,27048.485239,151.581675,17844.165687574045
Misiones,2019,39908.566015000004,232.75109166666667,17146.45707103916
Misiones,2020,54402.267989,330.5416833333333,16458.519676061027
Misiones,2021,88932.829918,490.55485833333336,18129.028467917018
Misiones,2022,170540.237509,845.8674583333333,20161.579196464932
Misiones,2023,371474.48620000004,1975.006925,18808.76879457018
Misiones,2024,1123665.2281600002,6317.741325,17785.869511838555
Misiones,2025,1517906.26176,8966.166533333333,16929.266884759625
Neuquén,2003,220.2766,8.396631393694841,2623.3925210222883
Neuquén,2004,341.22,8.767402951109663,3891.9164763245294
