provincia,anio,monto_nominal,ipc_promedio_anual,monto_real_base2016
Santa Cruz,2024,562364.016864,6317.741325,8901.346033884982
Santa Cruz,2025,773425.807934,8966.166533333333,8626.047765883568
Santa Fe,2003,1134.283,8.396631393694841,13508.786402744205
Santa Fe,2004,1757.064,8.767402951109663,20040.871964001766
Santa Fe,2005,2197.6692,9.612726384123917,22862.08004036818
Santa Fe,2006,2691.5697,10.660302377959722,25248.530525408423
Santa Fe,2007,3574.22,12.18514230002,29332.607793953568
Santa Fe,2008,4401.5012,14.979653147032298,29383.198374469743
Santa Fe,2009,4622.705,17.456561530567843,26481.188703200638
Santa Fe,2010,6166.8137,21.376348487281444,28848.770423391754
Santa Fe,2011,9181.6197,26.570964534575943,34555.086203409184
Santa Fe,2012,10472.2768,32.79133180641779,31936.113061288983
Santa Fe,2013,13720.7879,40.85103331144704,33587.37047210809
Santa Fe,2014,18927.27891,56.976538710053426,33219.42564169892
Santa Fe,2015,24611.0173,73.66153516686742,33410.94812136078
Santa Fe,2016,38350.4399,100.0,38350.4399
Santa Fe,2017,50540.5046,112.88710833333333,44770.83818177349
Santa Fe,2018,82124.96224,151.581675,54178.68765469177
Santa Fe,2019,117063.83226899999,232.75109166666667,50295.717811993076
Santa Fe,2020,153795.150483,330.5416833333333,46528.216632788775
Santa Fe,2021,252868.234084,490.55485833333336,51547.39165016593
Santa Fe,2022,482283.14126500004,845.8674583333333,57016.396187562685
Santa Fe,2023,1054780.52054,1975.006925,53406.421374446574
Santa Fe,2024,3178593.7971900003,6317.741325,50312.186486837534
Santa Fe,2025,4320356.60704,8966.166533333333,48185.10331007459
Santiago del Estero,2003,524.3614,8.396631393694841,6244.901978116498
Santiago del Estero,2004,812.2634,8.767402951109663,9264.583874261127
Santiago del Estero,2005,1015.9484,9.612726384123917,10568.785164611667
Santiago del Estero,2006,1244.0719,10.660302377959722,11670.137073898866
Santiago del Estero,2007,1649.2605,12.18514230002,13535.012225481298
Santiago del Estero,2008,2029.0753,14.979653147032298,13545.542610924815
Santiago del Estero,2009,2131.1193,17.456561530567843,12208.127564344437
Santiago del Estero,2010,2834.8091,21.376348487281444,13261.428169954574
Santiago del Estero,2011,4244.5203,26.570964534575943,15974.28009990658
Santiago del Estero,2012,4783.2981,32.79133180641779,14587.080903691238
Santiago del Estero,2013,6270.7407,40.85103331144704,15350.262139496115
Santiago del Estero,2014,8631.60245,56.976538710053426,15149.397708985378
Santiago del Estero,2015,10829.948,73.66153516686742,14702.311016823955
Santiago del Estero,2016,14280.2716,100.0,14280.2716
Santiago del Estero,2017,19927.0342,112.88710833333333,17652.178795438183
Santiago del Estero,2018,34968.025836,151.581675,23068.768593565153
Santiago del Estero,2019,51646.474326999996,232.75109166666667,22189.573400998368
Santiago del Estero,2020,70208.401711,330.5416833333333,21240.40786716713
Santiago del Estero,2021,115265.740522,490.55485833333336,23497.01334395441
Santiago del Estero,2022,219900.762666,845.8674583333333,25997.070876716847
Santiago del Estero,2023,481649.84791,1975.006925,24387.248561672768
Santiago del Estero,2024,1447822.60856,6317.741325,22916.775696890378
Santiago del Estero,2025,1976681.31319,8966.166533333333,22046.00266837932
Tierra del Fuego,2003,160.541,8.396631393694841,1911.9691275307464
Tierra del Fuego,2004,246.485,8.767402951109663,2811.3798507322304
Tierra del Fuego,2005,307.2887,9.612726384123917,3196.686223249926
Tierra del Fuego,2006,381.4849,10.660302377959722,3578.5560903856135
Tierra del Fuego,2007,507.5046,12.18514230002,4164.9460261056365
Tierra del Fuego,2008,633.3735,14.979653147032298,4228.225405375832
Tierra del Fuego,2009,680.0014,17.456561530567843,3895.3914194915355
Tierra del Fuego,2010,911.4747,21.376348487281444,4263.940123086558
Tierra del Fuego,2011,1270.7846,26.570964534575943,4782.606210423294
Tierra del Fuego,2012,1537.8708,32.79133180641779,4689.869899395224
Tierra del Fuego,2013,2004.8337,40.85103331144704,4907.669494465927
Tierra del Fuego,2014,2745.94573,56.976538710053426,4819.432335077037
Tierra del Fuego,2015,3688.1838,73.66153516686742,5006.933118682715
Tierra del Fuego,2016,4853.0132,100.0,4853.0132
Tierra del Fuego,2017,6682.3195,112.88710833333333,5919.4708755125785
Tierra del Fuego,2018,10992.73066862,151.581675,7252.018206435575
Tierra del Fuego,2019,16174.234302930001,232.75109166666667,6949.155076829393
Tierra del Fuego,2020,21834.6657702,330.5416833333333,6605.722325247835
Tierra del Fuego,2021,35998.549148,490.55485833333336,7338.333019533339
Tierra del Fuego,2022,68206.211115,845.8674583333333,8063.4631871748625
Tierra del Fuego,2023,150051.545386,1975.006925,7597.519962417348
Tierra del Fuego,2024,447089.558497,6317.741325,7076.7309944745175
Tierra del Fuego,2025,621109.2609039999,8966.166533333333,6927.255461906879
Tucumán,2003,603.8102,8.396631393694841,7191.10047457139
Tucumán,2004,935.3336,8.767402951109663,10668.308565441466
Tucumán,2005,1169.8799,9.612726384123917,12170.115462062226
Tucumán,2006,1431.4771,10.660302377959722,13428.109721911762
Tucumán,2007,1893.8784,12.18514230002,15542.521813609772
Tucumán,2008,2327.6742,14.979653147032298,15538.90585551474
Tucumán,2009,2423.5212,17.456561530567843,13883.153310325288
Tucumán,2010,3223.7682,21.376348487281444,15081.00507398673
Tucumán,2011,4887.6295,26.570964534575943,18394.625809085268
Tucumán,2012,5451.1395,32.79133180641779,16623.720964371216
Tucumán,2013,7171.3374,40.85103331144704,17554.849458337914
Tucumán,2014,9900.57985,56.976538710053426,17376.5905654305
Tucumán,2015,12366.401,73.66153516686742,16788.139117635907
Tucumán,2016,16273.3574,100.0,16273.3574
Tucumán,2017,22773.8285,112.88710833333333,20173.985175307513
Tucumán,2018,40198.860964,151.581675,26519.604671211084
Tucumán,2019,59343.531102,232.75109166666667,25496.564023419727
Tucumán,2020,80587.53471499999,330.5416833333333,24380.445425919803
Tucumán,2021,132098.530462,490.55485833333336,26928.391028641832
Tucumán,2022,252697.029736,845.8674583333333,29874.305631038827
Tucumán,2023,551331.96774,1975.006925,27915.444789642956
Tucumán,2024,1658722.01496,6317.741325,26254.98464769765
Tucumán,2025,2281215.6887,8966.166533333333,25442.486264549865
